DATE,PRODUCT_ID,PRODUCT_NAME,FORCASTED_SALES,ACTUAL_SALES,,Accuracy
04-07-2017,73929,DRAXBTX,19,13,6,32%
26-09-2017,199,PARTS,97,48,49,51%
19-03-2016,57623,CRESTEDBUTTECTO1,67,85,-18,-27%
08-05-2017,56517,REDWOODBTX,7,62,-55,-786%
23-05-2015,60153,TULIP15AMDBTX,46,45,1,2%
01-07-2017,66803,SOMERSETBTX,87,28,59,68%
10-08-2016,63255,COTTONWOODBSKLBTX,77,42,35,45%
04-08-2015,61590,DINO2BTX,24,28,-4,-17%
04-03-2016,56744,MARBLE FALLS14BTX,41,22,19,46%
16-02-2016,199,PARTS,97,5,92,95%
03-07-2015,63255,COTTONWOODBSKLBTX,85,58,27,32%
17-05-2016,72168,PR48340CRESBUTEA,83,40,43,52%
30-12-2016,62881,LOVELAND14SBTX,65,76,-11,-17%
10-03-2016,60147,TULIP15BDWBTX,34,51,-17,-50%
07-05-2016,57617,CRESTED BUTTECTO,95,86,9,9%
23-12-2016,59383,IRIS15BSWBTX,49,82,-33,-67%
01-11-2017,61239,REDWOODMLKBSWBTX,25,18,7,28%
20-08-2016,66803,SOMERSETBTX,69,35,34,49%
05-05-2017,61590,DINO2BTX,92,67,25,27%
06-03-2015,62905,BEAVERCREEK12CTO,83,52,31,37%
16-09-2015,63256,COTTONWOODSKLBTX,76,78,-2,-3%
26-04-2016,61590,DINO2BTX,80,76,4,5%
07-03-2017,56744,MARBLE FALLS14BTX,28,78,-50,-179%
16-04-2016,63256,COTTONWOODSKLBTX,74,19,55,74%
21-09-2015,60154,TULIP17AMDBTX,97,42,55,57%
08-12-2015,61590,DINO2BTX,3,36,-33,-1100%
04-06-2017,63256,COTTONWOODSKLBTX,50,100,-50,-100%
25-05-2015,70901,ROCKET11BSWBTX,98,71,27,28%
31-01-2015,63256,COTTONWOODSKLBTX,99,98,1,1%
15-03-2016,63255,COTTONWOODBSKLBTX,33,23,10,30%
19-10-2016,199,PARTS,61,96,-35,-57%
01-12-2015,60147,TULIP15BDWBTX,58,32,26,45%
19-10-2016,60153,TULIP15AMDBTX,45,33,12,27%
15-11-2015,61341,MIRAMAR 17,85,45,40,47%
29-08-2016,57525,HOUSTON15BTX,49,2,47,96%
13-05-2017,60153,TULIP15AMDBTX,15,16,-1,-7%
07-01-2015,60705,VANGOGH15BDWBTX,21,20,1,5%
03-06-2017,63095,MERIDIANBTX,53,56,-3,-6%
16-10-2016,81749,PR54079CRESBUTEA,39,11,28,72%
27-03-2015,79335,PR52499HOUSTN14O,6,66,-60,-1000%
23-03-2015,62857,PARKCITY15CTO,100,87,13,13%
29-05-2015,66803,SOMERSETBTX,12,78,-66,-550%
27-11-2015,60705,VANGOGH15BDWBTX,78,85,-7,-9%
04-03-2016,80595,PR46566BOLDPEAK2,11,61,-50,-455%
08-09-2016,59384,IRIS15BDWBTX,89,72,17,19%
24-09-2017,56151,MAGELLAN14CTO,14,68,-54,-386%
03-11-2015,60153,TULIP15AMDBTX,58,78,-20,-34%
15-06-2015,62880,LOVELAND15SCTO,70,83,-13,-19%
05-01-2017,60705,VANGOGH15BDWBTX,24,41,-17,-71%
02-07-2016,63886,PANDORA15SKLBTX,27,3,24,89%
08-06-2016,52370,SALADO 14,14,11,3,21%
12-12-2016,66803,SOMERSETBTX,91,48,43,47%
06-07-2015,55725,CEDAR15HSWBTX,23,85,-62,-270%
28-07-2016,63256,COTTONWOODSKLBTX,47,36,11,23%
08-06-2016,60705,VANGOGH15BDWBTX,78,72,6,8%
15-04-2017,57374,FIGTREETAA1,60,30,30,50%
31-08-2016,57495,GOLIADMLK12CTOE,65,82,-17,-26%
29-04-2017,60147,TULIP15BDWBTX,52,14,38,73%
01-05-2016,199,PARTS,86,89,-3,-3%
07-04-2016,199,PARTS,76,51,25,33%
20-06-2017,57527,HOUSTON15CTO,17,40,-23,-135%
19-02-2016,76276,PR50904MAGELLXFR,43,18,25,58%
17-06-2016,57379,JEFFERSONBTX,21,45,-24,-114%
02-03-2015,55724,CEDAR14HSWBTX,27,100,-73,-270%
27-07-2017,56151,MAGELLAN14CTO,72,54,18,25%
29-04-2015,78288,PR45541FIGTREE,17,69,-52,-306%
08-01-2016,59382,IRIS15BYTBTX,84,28,56,67%
19-06-2017,66803,SOMERSETBTX,4,29,-25,-625%
22-08-2017,56160,MAGELLAN14CTO1,79,19,60,76%
01-05-2017,199,PARTS,35,79,-44,-126%
13-11-2017,57379,JEFFERSONBTX,41,10,31,76%
26-11-2017,73764,PR49535GOL14MLKO,24,4,20,83%
08-07-2016,60147,TULIP15BDWBTX,29,3,26,90%
07-08-2015,81256,PR53866PRKCTY14O,23,33,-10,-43%
22-10-2015,57525,HOUSTON15BTX,78,33,45,58%
26-02-2015,60150,TULIP15SKLBTX,56,15,41,73%
02-05-2015,60705,VANGOGH15BDWBTX,56,21,35,63%
26-07-2016,63886,PANDORA15SKLBTX,82,22,60,73%
08-10-2015,59384,IRIS15BDWBTX,77,66,11,14%
14-07-2015,60704,VANGOGH14BDWBTX,49,40,9,18%
09-09-2016,61339,MIRAMAR 15,70,12,58,83%
06-01-2015,61590,DINO2BTX,44,85,-41,-93%
20-04-2016,55757,MAPLEM14BDWBTX,100,22,78,78%
26-08-2015,59515,BELMONTBTX,70,89,-19,-27%
31-12-2015,52371,SALADO 15,15,6,9,60%
05-10-2015,66803,SOMERSETBTX,15,25,-10,-67%
22-04-2016,62904,BEAVERCREEK12BTX,62,96,-34,-55%
01-07-2016,66803,SOMERSETBTX,77,33,44,57%
03-05-2015,61590,DINO2BTX,51,98,-47,-92%
06-01-2015,60150,TULIP15SKLBTX,47,23,24,51%
30-11-2015,59515,BELMONTBTX,50,66,-16,-32%
30-04-2016,52371,SALADO 15,41,50,-9,-22%
12-11-2016,79099,PR52361GO14MLKAE,68,84,-16,-24%
10-04-2016,55757,MAPLEM14BDWBTX,35,69,-34,-97%
12-01-2016,59383,IRIS15BSWBTX,93,10,83,89%
24-02-2015,57515,HOUSTON12CTO,48,63,-15,-31%
20-06-2016,60148,TULIP17BDWBTX,21,88,-67,-319%
29-08-2016,56160,MAGELLAN14CTO1,6,65,-59,-983%
01-07-2017,55757,MAPLEM14BDWBTX,12,24,-12,-100%
12-02-2016,59379,IRIS14BSWBTX,32,49,-17,-53%
15-02-2016,55724,CEDAR14HSWBTX,99,75,24,24%
16-12-2017,62851,PARKCITY12CTO,69,65,4,6%
06-10-2015,199,PARTS,32,42,-10,-31%
11-05-2016,57379,JEFFERSONBTX,67,70,-3,-4%
27-10-2016,81761,PR54102HOUSTN14A,20,6,14,70%
22-06-2016,60147,TULIP15BDWBTX,69,19,50,72%
24-09-2015,57374,FIGTREETAA1,5,23,-18,-360%
18-12-2015,63256,COTTONWOODSKLBTX,59,36,23,39%
07-11-2017,60153,TULIP15AMDBTX,13,66,-53,-408%
24-04-2016,60146,TULIP14BDWBTX,66,20,46,70%
28-02-2016,55724,CEDAR14HSWBTX,84,83,1,1%
11-05-2017,55757,MAPLEM14BDWBTX,17,18,-1,-6%
29-03-2015,73786,PR49493PLANOM,50,64,-14,-28%
23-10-2015,57197,ERIKSSON14CTO1,63,22,41,65%
07-04-2016,60153,TULIP15AMDBTX,91,8,83,91%
28-09-2017,62853,PARKCITY14BTX,64,83,-19,-30%
13-10-2016,57527,HOUSTON15CTO,71,45,26,37%
19-08-2017,55757,MAPLEM14BDWBTX,12,17,-5,-42%
22-10-2016,60704,VANGOGH14BDWBTX,91,32,59,65%
15-05-2016,71653,PR48124PLANOM,8,99,-91,-1138%
14-05-2017,199,PARTS,44,1,43,98%
30-09-2017,75369,PR50337SALADO14,25,67,-42,-168%
28-03-2015,60150,TULIP15SKLBTX,100,49,51,51%
16-08-2015,60150,TULIP15SKLBTX,55,54,1,2%
21-05-2017,74192,DRAXSKLYBTX,15,40,-25,-167%
15-12-2016,56517,REDWOODBTX,65,50,15,23%
18-04-2016,63256,COTTONWOODSKLBTX,100,48,52,52%
20-02-2016,59861,SILVEROAKBTX,57,85,-28,-49%
01-05-2015,61341,MIRAMAR 17,31,88,-57,-184%
13-01-2016,64248,JAYTONBTX,91,30,61,67%
01-01-2015,60813,BERLINETTABTX,77,17,60,78%
26-11-2016,60150,TULIP15SKLBTX,15,35,-20,-133%
18-06-2017,60153,TULIP15AMDBTX,55,17,38,69%
27-07-2016,60147,TULIP15BDWBTX,46,44,2,4%
23-07-2015,78223,PR51831ERIKSNATG,98,75,23,23%
03-01-2016,66803,SOMERSETBTX,60,76,-16,-27%
23-10-2016,199,PARTS,25,85,-60,-240%
07-04-2015,60150,TULIP15SKLBTX,49,63,-14,-29%
13-10-2015,199,PARTS,51,83,-32,-63%
01-09-2016,473,NON_TIED_PERIPHERALS,22,93,-71,-323%
04-08-2016,63886,PANDORA15SKLBTX,80,82,-2,-3%
28-11-2015,57495,GOLIADMLK12CTOE,87,50,37,43%
20-10-2017,60813,BERLINETTABTX,14,65,-51,-364%
10-05-2016,199,PARTS,37,39,-2,-5%
06-09-2016,59383,IRIS15BSWBTX,75,96,-21,-28%
20-03-2017,199,PARTS,75,23,52,69%
20-10-2017,61590,DINO2BTX,84,63,21,25%
07-08-2017,60705,VANGOGH15BDWBTX,95,58,37,39%
18-01-2015,59384,IRIS15BDWBTX,30,5,25,83%
29-01-2015,60813,BERLINETTABTX,55,7,48,87%
08-01-2016,59383,IRIS15BSWBTX,60,79,-19,-32%
31-03-2017,56745,MARBLE FALLS15CTO,99,62,37,37%
07-03-2017,66803,SOMERSETBTX,82,94,-12,-15%
13-06-2016,60150,TULIP15SKLBTX,12,69,-57,-475%
19-01-2017,63886,PANDORA15SKLBTX,62,93,-31,-50%
01-01-2015,60153,TULIP15AMDBTX,94,63,31,33%
09-06-2017,65308,BLACKWELLT4BTX,11,10,1,9%
06-12-2015,62856,PARKCITY15BTX,97,46,51,53%
18-06-2017,60707,VANGOGH15SKLBTX,49,2,47,96%
04-04-2017,66803,SOMERSETBTX,55,14,41,75%
13-08-2017,60147,TULIP15BDWBTX,3,68,-65,-2167%
27-12-2016,60705,VANGOGH15BDWBTX,34,56,-22,-65%
31-08-2017,59384,IRIS15BDWBTX,63,6,57,90%
10-01-2017,65308,BLACKWELLT4BTX,1,23,-22,-2200%
12-05-2015,59384,IRIS15BDWBTX,52,49,3,6%
05-09-2016,199,PARTS,76,4,72,95%
28-05-2016,199,PARTS,24,45,-21,-88%
20-11-2016,61590,DINO2BTX,47,61,-14,-30%
26-09-2017,56745,MARBLE FALLS15CTO,70,72,-2,-3%
01-04-2016,60153,TULIP15AMDBTX,70,34,36,51%
04-05-2017,62853,PARKCITY14BTX,97,31,66,68%
10-04-2017,60705,VANGOGH15BDWBTX,30,79,-49,-163%
02-03-2015,53301,DIESEL15GREYFED,58,13,45,78%
28-01-2015,60150,TULIP15SKLBTX,27,94,-67,-248%
25-04-2015,199,PARTS,64,49,15,23%
05-12-2017,60813,BERLINETTABTX,87,85,2,2%
17-06-2015,60812,VENENOBTX,55,39,16,29%
09-10-2016,60147,TULIP15BDWBTX,7,63,-56,-800%
03-03-2017,199,PARTS,6,31,-25,-417%
16-07-2017,60153,TULIP15AMDBTX,62,6,56,90%
15-03-2015,52370,SALADO 14,98,23,75,77%
23-04-2016,62856,PARKCITY15BTX,24,85,-61,-254%
19-09-2016,65308,BLACKWELLT4BTX,93,64,29,31%
02-04-2017,57514,HOUSTON12CTOE,11,61,-50,-455%
03-10-2016,65308,BLACKWELLT4BTX,46,58,-12,-26%
17-04-2015,62856,PARKCITY15BTX,23,92,-69,-300%
21-04-2017,62853,PARKCITY14BTX,28,62,-34,-121%
15-10-2016,59384,IRIS15BDWBTX,27,69,-42,-156%
12-05-2015,61239,REDWOODMLKBSWBTX,15,35,-20,-133%
24-04-2016,60150,TULIP15SKLBTX,30,71,-41,-137%
07-05-2017,60150,TULIP15SKLBTX,68,67,1,1%
03-04-2017,60150,TULIP15SKLBTX,55,84,-29,-53%
25-07-2015,55724,CEDAR14HSWBTX,41,31,10,24%
03-08-2016,60705,VANGOGH15BDWBTX,1,31,-30,-3000%
20-01-2016,85648,PR56415MIRMAR15O,27,23,4,15%
31-10-2017,59384,IRIS15BDWBTX,4,55,-51,-1275%
27-01-2015,55724,CEDAR14HSWBTX,42,73,-31,-74%
05-10-2017,60812,VENENOBTX,90,93,-3,-3%
02-01-2015,57368,FIGTREECTO,32,37,-5,-16%
28-11-2016,60705,VANGOGH15BDWBTX,76,40,36,47%
13-02-2017,57499,GOLIADMLK14BTXE,39,9,30,77%
23-11-2015,60705,VANGOGH15BDWBTX,31,74,-43,-139%
10-06-2015,64248,JAYTONBTX,34,89,-55,-162%
13-09-2016,60812,VENENOBTX,93,46,47,51%
14-07-2015,57454,JANUS15BDWBTX,32,88,-56,-175%
09-09-2015,61590,DINO2BTX,56,25,31,55%
20-04-2015,76276,PR50904MAGELLXFR,37,98,-61,-165%
09-01-2016,60704,VANGOGH14BDWBTX,55,46,9,16%
09-07-2017,64248,JAYTONBTX,48,91,-43,-90%
20-05-2017,62908,BEAVERCREEK14CTO,96,67,29,30%
13-06-2016,199,PARTS,94,14,80,85%
05-03-2016,53850,DIESEL15CTO,1,94,-93,-9300%
19-12-2015,60153,TULIP15AMDBTX,53,54,-1,-2%
21-08-2016,62856,PARKCITY15BTX,11,21,-10,-91%
03-09-2017,199,PARTS,14,47,-33,-236%
01-01-2016,68337,ROUND ROCKMLKBTX,28,70,-42,-150%
08-10-2016,60704,VANGOGH14BDWBTX,90,10,80,89%
23-11-2015,62908,BEAVERCREEK14CTO,17,89,-72,-424%
13-08-2017,68337,ROUND ROCKMLKBTX,51,65,-14,-27%
06-02-2015,57623,CRESTEDBUTTECTO1,15,97,-82,-547%
29-07-2016,56746,MARBLE FALLS15BTX,94,63,31,33%
21-03-2016,59384,IRIS15BDWBTX,31,97,-66,-213%
07-07-2015,199,PARTS,63,89,-26,-41%
24-09-2015,60704,VANGOGH14BDWBTX,31,21,10,32%
19-01-2015,53539,ALPINE 14,34,59,-25,-74%
26-05-2017,59861,SILVEROAKBTX,14,47,-33,-236%
16-11-2015,60150,TULIP15SKLBTX,85,22,63,74%
01-12-2017,60705,VANGOGH15BDWBTX,28,45,-17,-61%
22-03-2016,62882,LOVELAND14SCTO,18,71,-53,-294%
13-03-2015,60813,BERLINETTABTX,51,66,-15,-29%
15-10-2015,62856,PARKCITY15BTX,47,57,-10,-21%
03-06-2015,60704,VANGOGH14BDWBTX,42,84,-42,-100%
25-01-2017,60153,TULIP15AMDBTX,97,25,72,74%
27-11-2016,60705,VANGOGH15BDWBTX,60,12,48,80%
18-12-2015,60705,VANGOGH15BDWBTX,19,91,-72,-379%
22-11-2016,52370,SALADO 14,4,42,-38,-950%
19-05-2016,57454,JANUS15BDWBTX,7,77,-70,-1000%
09-06-2016,199,PARTS,7,38,-31,-443%
04-10-2015,199,PARTS,25,2,23,92%
03-09-2017,473,NON_TIED_PERIPHERALS,9,59,-50,-556%
28-10-2015,60147,TULIP15BDWBTX,50,76,-26,-52%
10-02-2015,63254,REDWOODBSKLBTX,4,8,-4,-100%
14-03-2016,57515,HOUSTON12CTO,4,8,-4,-100%
22-03-2016,61239,REDWOODMLKBSWBTX,77,43,34,44%
02-05-2015,60150,TULIP15SKLBTX,48,69,-21,-44%
10-02-2016,60813,BERLINETTABTX,27,37,-10,-37%
22-03-2016,59861,SILVEROAKBTX,31,10,21,68%
12-11-2016,61336,BERLINETTAPCTO,69,47,22,32%
18-10-2016,199,PARTS,75,70,5,7%
02-07-2015,60812,VENENOBTX,34,3,31,91%
19-08-2015,57454,JANUS15BDWBTX,4,58,-54,-1350%
18-10-2016,60150,TULIP15SKLBTX,66,87,-21,-32%
05-10-2017,61590,DINO2BTX,16,73,-57,-356%
02-05-2017,57527,HOUSTON15CTO,99,98,1,1%
30-01-2015,67525,PRGOLIADMLK122,63,22,41,65%
28-11-2017,60150,TULIP15SKLBTX,5,78,-73,-1460%
20-07-2016,60150,TULIP15SKLBTX,14,22,-8,-57%
26-04-2015,60148,TULIP17BDWBTX,38,56,-18,-47%
16-08-2017,61949,LIVINGSTONECTO,43,90,-47,-109%
03-09-2015,61333,BERLINETTA P,55,25,30,55%
19-08-2015,82280,PR54499PLANOB,55,57,-2,-4%
13-06-2015,60705,VANGOGH15BDWBTX,37,87,-50,-135%
15-12-2015,56746,MARBLE FALLS15BTX,45,19,26,58%
03-09-2016,199,PARTS,54,80,-26,-48%
19-05-2015,59383,IRIS15BSWBTX,80,14,66,83%
22-04-2016,61239,REDWOODMLKBSWBTX,1,11,-10,-1000%
02-03-2016,60705,VANGOGH15BDWBTX,36,59,-23,-64%
21-08-2017,62856,PARKCITY15BTX,41,96,-55,-134%
21-12-2015,60150,TULIP15SKLBTX,49,24,25,51%
05-09-2016,60150,TULIP15SKLBTX,65,34,31,48%
11-10-2015,60153,TULIP15AMDBTX,34,59,-25,-74%
11-04-2015,60148,TULIP17BDWBTX,28,51,-23,-82%
25-03-2017,73519,PR49168HOUSTN14O,87,77,10,11%
23-05-2017,60150,TULIP15SKLBTX,77,92,-15,-19%
22-08-2015,62853,PARKCITY14BTX,65,32,33,51%
29-10-2016,60150,TULIP15SKLBTX,87,68,19,22%
21-03-2015,60150,TULIP15SKLBTX,97,74,23,24%
01-05-2015,57454,JANUS15BDWBTX,26,22,4,15%
16-06-2016,60150,TULIP15SKLBTX,77,48,29,38%
23-06-2017,62853,PARKCITY14BTX,51,95,-44,-86%
24-07-2017,68337,ROUND ROCKMLKBTX,63,96,-33,-52%
25-03-2017,68337,ROUND ROCKMLKBTX,11,15,-4,-36%
09-10-2017,56746,MARBLE FALLS15BTX,1,19,-18,-1800%
28-11-2015,60147,TULIP15BDWBTX,100,10,90,90%
30-08-2015,199,PARTS,97,4,93,96%
26-03-2015,60704,VANGOGH14BDWBTX,96,23,73,76%
24-01-2015,199,PARTS,16,53,-37,-231%
23-03-2015,63256,COTTONWOODSKLBTX,15,94,-79,-527%
06-10-2016,81753,PR54116GO12MLKAE,55,69,-14,-25%
08-12-2016,57616,CRESTED BUTTEBTX,63,75,-12,-19%
07-12-2017,62853,PARKCITY14BTX,88,25,63,72%
14-11-2015,62908,BEAVERCREEK14CTO,74,89,-15,-20%
01-11-2016,57616,CRESTED BUTTEBTX,12,82,-70,-583%
26-03-2016,56746,MARBLE FALLS15BTX,14,59,-45,-321%
03-09-2017,60150,TULIP15SKLBTX,43,36,7,16%
01-01-2017,60705,VANGOGH15BDWBTX,56,36,20,36%
06-03-2016,68338,ROUND ROCKMLKCTO,93,24,69,74%
26-02-2017,60705,VANGOGH15BDWBTX,86,65,21,24%
24-01-2015,62904,BEAVERCREEK12BTX,45,68,-23,-51%
06-05-2016,56746,MARBLE FALLS15BTX,30,25,5,17%
27-11-2016,57496,GOLIADMLK12TAAE,86,60,26,30%
07-08-2017,62907,BEAVERCREEK14BTX,32,50,-18,-56%
01-09-2015,62912,BEAVERCREEK12FTAA,53,59,-6,-11%
17-06-2017,64248,JAYTONBTX,9,10,-1,-11%
23-10-2015,62851,PARKCITY12CTO,10,30,-20,-200%
30-09-2016,63886,PANDORA15SKLBTX,37,67,-30,-81%
29-03-2016,59385,IRIS15SKLBTX,86,75,11,13%
07-01-2016,60147,TULIP15BDWBTX,45,46,-1,-2%
23-09-2016,199,PARTS,98,50,48,49%
08-06-2016,55751,MAPLEM14HSWBTX,100,60,40,40%
30-07-2016,473,NON_TIED_PERIPHERALS,16,65,-49,-306%
02-04-2016,60150,TULIP15SKLBTX,45,28,17,38%
28-07-2017,57379,JEFFERSONBTX,54,89,-35,-65%
10-01-2015,62879,LOVELAND15BBTX,65,42,23,35%
22-08-2015,199,PARTS,48,71,-23,-48%
15-03-2016,62853,PARKCITY14BTX,8,50,-42,-525%
10-03-2016,56746,MARBLE FALLS15BTX,76,4,72,95%
23-05-2017,60146,TULIP14BDWBTX,84,33,51,61%
01-03-2015,53542,ALPINE 15,44,81,-37,-84%
28-09-2016,83523,PR55113GO14MLKOE,59,68,-9,-15%
09-07-2017,53542,ALPINE 15,27,54,-27,-100%
11-02-2015,60151,TULIP17SKLBTX,29,72,-43,-148%
23-09-2016,57379,JEFFERSONBTX,4,79,-75,-1875%
26-05-2016,57513,HOUSTON12BTX,63,14,49,78%
10-09-2015,60153,TULIP15AMDBTX,54,17,37,69%
02-12-2017,62875,PARKCITY15CTO1,22,86,-64,-291%
16-07-2017,61339,MIRAMAR 15,81,68,13,16%
03-08-2016,57495,GOLIADMLK12CTOE,51,38,13,25%
21-05-2016,53539,ALPINE 14,28,53,-25,-89%
21-01-2016,199,PARTS,45,92,-47,-104%
30-05-2017,57521,HOUSTON14CTO,67,24,43,64%
22-10-2017,199,PARTS,99,69,30,30%
05-03-2016,62853,PARKCITY14BTX,5,90,-85,-1700%
09-09-2015,62880,LOVELAND15SCTO,29,41,-12,-41%
26-11-2015,60704,VANGOGH14BDWBTX,61,70,-9,-15%
25-05-2015,57379,JEFFERSONBTX,22,28,-6,-27%
23-10-2017,57525,HOUSTON15BTX,38,1,37,97%
12-02-2016,59381,IRIS14SKLBTX,76,61,15,20%
10-09-2016,60705,VANGOGH15BDWBTX,42,99,-57,-136%
29-01-2017,60150,TULIP15SKLBTX,77,92,-15,-19%
13-07-2015,60153,TULIP15AMDBTX,56,42,14,25%
28-03-2017,62907,BEAVERCREEK14BTX,26,17,9,35%
20-06-2017,60153,TULIP15AMDBTX,94,100,-6,-6%
24-06-2017,84010,PR48088BVRCRK12,34,73,-39,-115%
03-02-2017,60147,TULIP15BDWBTX,97,98,-1,-1%
17-09-2016,199,PARTS,93,12,81,87%
24-11-2016,61339,MIRAMAR 15,93,73,20,22%
29-04-2017,72819,PR48877GOL12MLKA,37,27,10,27%
16-08-2017,60153,TULIP15AMDBTX,80,56,24,30%
29-11-2015,60153,TULIP15AMDBTX,25,22,3,12%
14-02-2015,61333,BERLINETTA P,83,1,82,99%
11-08-2015,60704,VANGOGH14BDWBTX,35,12,23,66%
08-12-2016,60150,TULIP15SKLBTX,80,52,28,35%
13-11-2017,199,PARTS,21,25,-4,-19%
01-05-2017,60150,TULIP15SKLBTX,72,28,44,61%
04-05-2015,60704,VANGOGH14BDWBTX,95,1,94,99%
26-10-2017,57379,JEFFERSONBTX,42,55,-13,-31%
20-09-2017,62907,BEAVERCREEK14BTX,93,67,26,28%
22-10-2016,59384,IRIS15BDWBTX,93,94,-1,-1%
18-03-2015,57525,HOUSTON15BTX,79,50,29,37%
29-04-2017,57379,JEFFERSONBTX,54,6,48,89%
07-10-2017,60150,TULIP15SKLBTX,100,57,43,43%
06-06-2017,60704,VANGOGH14BDWBTX,18,87,-69,-383%
13-05-2017,199,PARTS,97,55,42,43%
07-08-2017,83537,PR55197PRKCTY15O,7,90,-83,-1186%
08-01-2016,60705,VANGOGH15BDWBTX,25,24,1,4%
26-06-2015,57525,HOUSTON15BTX,25,40,-15,-60%
05-09-2015,60150,TULIP15SKLBTX,90,5,85,94%
30-11-2015,199,PARTS,78,22,56,72%
05-10-2017,62879,LOVELAND15BBTX,52,99,-47,-90%
09-02-2015,57379,JEFFERSONBTX,38,16,22,58%
10-05-2016,74469,PR49844COLUMXFR,5,21,-16,-320%
04-08-2016,63256,COTTONWOODSKLBTX,58,72,-14,-24%
24-12-2015,79982,PR53038PLANOM,78,49,29,37%
06-06-2015,62850,PARKCITY12BTX,32,59,-27,-84%
04-02-2015,56160,MAGELLAN14CTO1,32,76,-44,-138%
05-04-2017,62883,LOVELAND15BCTO,8,55,-47,-588%
01-11-2017,69925,CELTICCTO,38,94,-56,-147%
15-06-2015,52375,SALADO 14 CTO,87,31,56,64%
16-03-2017,61590,DINO2BTX,27,84,-57,-211%
07-09-2017,57525,HOUSTON15BTX,43,3,40,93%
01-11-2015,57379,JEFFERSONBTX,44,16,28,64%
29-04-2017,54142,TESTAROSSA P,40,80,-40,-100%
14-12-2015,57520,HOUSTON14CTOE,21,46,-25,-119%
20-10-2015,199,PARTS,43,20,23,53%
04-09-2015,63251,BLACKWOODSKLBTX,78,67,11,14%
06-01-2015,56746,MARBLE FALLS15BTX,32,53,-21,-66%
25-01-2017,61236,BLACKWOODBDWBTX,100,36,64,64%
09-04-2015,60825,BOLDPEAK2,96,7,89,93%
03-08-2016,199,PARTS,86,11,75,87%
12-11-2015,60148,TULIP17BDWBTX,21,79,-58,-276%
05-08-2016,62879,LOVELAND15BBTX,83,88,-5,-6%
16-12-2015,61949,LIVINGSTONECTO,15,57,-42,-280%
27-03-2017,63256,COTTONWOODSKLBTX,28,99,-71,-254%
17-04-2016,61333,BERLINETTA P,54,17,37,69%
02-11-2015,57525,HOUSTON15BTX,84,36,48,57%
31-07-2015,80377,PR53281RNDRCKMLK,72,88,-16,-22%
05-02-2015,199,PARTS,13,52,-39,-300%
31-03-2016,62888,LOVELAND14FSCTO,39,11,28,72%
29-01-2017,76973,PR51318SALADO15,43,100,-57,-133%
07-10-2015,63251,BLACKWOODSKLBTX,17,83,-66,-388%
05-09-2016,60150,TULIP15SKLBTX,74,47,27,36%
02-03-2017,199,PARTS,13,26,-13,-100%
17-10-2015,199,PARTS,18,57,-39,-217%
21-08-2017,62905,BEAVERCREEK12CTO,86,10,76,88%
30-12-2016,62872,PARKCITY14CTO1,33,85,-52,-158%
06-09-2015,63095,MERIDIANBTX,77,52,25,32%
28-06-2015,60150,TULIP15SKLBTX,42,83,-41,-98%
19-11-2017,60705,VANGOGH15BDWBTX,13,62,-49,-377%
08-11-2016,199,PARTS,56,88,-32,-57%
15-01-2017,60153,TULIP15AMDBTX,71,86,-15,-21%
11-08-2017,62881,LOVELAND14SBTX,47,96,-49,-104%
04-02-2017,199,PARTS,45,44,1,2%
25-11-2017,53302,DIESEL17GREYFED,64,20,44,69%
14-05-2015,60147,TULIP15BDWBTX,65,20,45,69%
01-10-2017,61236,BLACKWOODBDWBTX,70,61,9,13%
22-05-2016,52375,SALADO 14 CTO,7,16,-9,-129%
07-02-2015,62881,LOVELAND14SBTX,92,93,-1,-1%
22-08-2015,62857,PARKCITY15CTO,42,93,-51,-121%
17-01-2017,62856,PARKCITY15BTX,13,58,-45,-346%
22-02-2015,73929,DRAXBTX,100,83,17,17%
25-11-2015,62882,LOVELAND14SCTO,2,66,-64,-3200%
03-06-2017,60147,TULIP15BDWBTX,9,79,-70,-778%
15-12-2015,60150,TULIP15SKLBTX,100,1,99,99%
25-06-2015,57497,GOLIADMLK14CTOE,93,83,10,11%
25-01-2016,199,PARTS,5,74,-69,-1380%
15-05-2015,62856,PARKCITY15BTX,32,18,14,44%
12-11-2017,199,PARTS,86,70,16,19%
26-02-2017,60147,TULIP15BDWBTX,55,64,-9,-16%
03-11-2017,62856,PARKCITY15BTX,29,53,-24,-83%
24-11-2017,53291,DIESEL 15,40,17,23,58%
26-09-2016,54983,ROUND ROCK,58,76,-18,-31%
23-04-2015,57519,HOUSTON14BTX,50,5,45,90%
29-04-2016,199,PARTS,34,35,-1,-3%
16-06-2017,57527,HOUSTON15CTO,33,58,-25,-76%
11-07-2016,199,PARTS,54,39,15,28%
06-10-2017,199,PARTS,41,5,36,88%
07-12-2015,65308,BLACKWELLT4BTX,28,50,-22,-79%
02-10-2016,63251,BLACKWOODSKLBTX,29,12,17,59%
25-10-2017,199,PARTS,7,71,-64,-914%
19-02-2015,84419,PR55850SOMERSET,33,85,-52,-158%
05-05-2015,60148,TULIP17BDWBTX,9,76,-67,-744%
03-09-2016,63095,MERIDIANBTX,73,47,26,36%
10-08-2016,60147,TULIP15BDWBTX,41,2,39,95%
23-09-2016,60813,BERLINETTABTX,53,98,-45,-85%
07-01-2017,56746,MARBLE FALLS15BTX,15,56,-41,-273%
